gnd,pctile,year,count,hh_inc,le_agg,le_raceadj
M,100,2004,418044,1587699.0,88.09808,88.20478
M,100,2005,423223,1934480.0,87.34833,87.48085
M,100,2006,428012,1865958.0,87.04163,87.19009
M,100,2007,431995,2113923.0,87.48458,87.60771
M,100,2008,436544,2321621.0,87.80675,87.92209
M,100,2009,445926,2405199.0,87.44788,87.5896
M,100,2010,444908,1915397.0,88.76955,88.86678
M,100,2011,441576,1595813.0,88.60163,88.71263
M,100,2012,442401,1828705.0,88.12717,88.25696
M,100,2013,439032,1809494.0,88.8239,88.93484
M,100,2014,422080,1334157.0,89.699,89.78313
